headline,section,locations,word_count,snippet,source,subjects,url,date,type,id
"At a Festival of New Plays, Money Makes Two Plots Go Round",Arts,[],1421,"With the possible exception of a few hedge fund billionaires, is anyone in America not worried about money, as the stock market settles into a state of permanent hysteria, the economy lumbers,  and the cost of living leaps?     So the two new play...",The New York Times,[],http://query.nytimes.com/gst/fullpage.html?res=990DE5D6163FF935A35756C0A96E9C8B63,5/6/08,News,4fd27cbe8eb7c8105d842c84
"At a Festival of New Plays, Money Makes Two Plots Go Round",Theater,[],1424,The two new plays at the center of the 11th annual Pacific Playwrights Festival consider how far men and women will go to get the money for what they want....,The New York Times,[u'Theater'],http://www.nytimes.com/2008/05/06/theater/06pacific.html,5/6/08,News,54810f7938f0d874625c7f96
"Calling on Tourists to Come for New York City, but Stay for the State",Business Day,"[u'New York City', u'Times Square and 42nd Street (NYC)']",1158,The _岩I love New York_裚 slogan is being updated to reflect everything from the new media choices consumers are making to higher gas prices and other travel expenses....,The New York Times,"[u'Travel and Vacations', u'Advertising and Marketing']",http://www.nytimes.com/2008/05/06/business/media/06adco.html,5/6/08,News,5481131938f0d874625c7fe2
Raise a Glass to the Tired Campaigners ...,U.S.,[],555,In the last hours of yet another election day - the 42nd? The 44th? The Obama campaign turned to drink in North Carolina....,The New York Times,[],http://thecaucus.blogs.nytimes.com/2008/05/06/raise-a-glass-to-the-tired-campaigners/,5/6/08,Blog,4fd36b6b8eb7c8105d8c015b
Prot诈g诈 in Russia Is Sworn In,World,[u'Russia'],1517,"Dmitri A. Medvedev, a soft-spoken lawyer and Kremlin insider who had never held elected office before, was sworn in as Russia_验s president....",The New York Times,"[u'Politics and Government', u'Bureaucratic Red Tape', u'Prices (Fares, Fees and Rates)', u'Oil (Petroleum) and Gasoline', u'Appointments and Executive Changes', u'Economic Conditions and Trends']",http://www.nytimes.com/2008/05/07/world/europe/07moscow.html,5/7/08,News,54811b8c38f0d874625c80a1
"Revenue Up, but Income Falls at Cisco",Technology,[],301,"Cisco, a bellwether stock for the technology industry, reported that net income in the third quarter declined 5.4 percent, to $1.8 billion, but that revenue rose 10 percent....",The New York Times,[u'Company Reports'],http://www.nytimes.com/2008/05/07/technology/07cisco-web.html,5/7/08,News,5481193038f0d874625c8069
Answers About the Health of the Arts,N.Y. / Region,[],1685,"Taking Questions: This week, through Friday, Randall Bourscheidt will be taking questions about the health of the arts, including its economic standing and the city's commitment to its vitality....",The New York Times,[],http://cityroom.blogs.nytimes.com/2008/05/07/answers-about-the-health-of-the-arts/,5/7/08,Blog,4fd36bf28eb7c8105d8c13be
European Bank Stays Course on Rates,Business Day,[],841,"The Bank of England and the European Central Bank left their interest rates unchanged on Thursday, as they sought to balance slowing growth with inflationary pressures....",The New York Times,[u'Interest Rates'],http://www.nytimes.com/2008/05/08/business/worldbusiness/08bank-web.html,5/8/08,News,5481436338f0d874625c823d
A Plunge Disrupts the Recent Calm,Business Day,[],711,"The stock drop coincided with a speech by the chairman of the S.E.C., Christopher Cox, who called for more stringent federal oversight of investment banks....",The New York Times,"[u'Nasdaq Composite Index', u'Dow Jones Stock Average', u'Stocks and Bonds', u'United States Economy', u'Oil (Petroleum) and Gasoline', u'Banks and Banking']",http://www.nytimes.com/2008/05/08/business/08stox.html,5/8/08,News,548140c738f0d874625c81ee
Toyota Feels Slowdown in U.S.,Business Day,[],774,"Toyota, which said that it would likely face an annual profit drop, is finding its profit growth in new markets....",The New York Times,[u'Automobiles'],http://www.nytimes.com/2008/05/08/business/08toyota-web.html,5/8/08,News,5481434c38f0d874625c823b
"Markets Plunge, as S.E.C. Calls for More Oversight of Banks",Business Day,[],623,"Wall Street markets tumbled the most in nearly a month late Wednesday afternoon, casting some doubt on the staying power of the calm that has settled over investors recently after the winter's tumult. Perhaps further adding to the jittery market, ...",The New York Times,[],http://dealbook.nytimes.com/2008/05/08/markets-plunge-as-sec-calls-for-more-oversight-of-banks/,5/8/08,Blog,4fd36bd18eb7c8105d8c1078
Wish You'd Held On to That '75 Ducati?,Autos,[],480,"There were plenty of winners at last weekend's Legend of the Motorcycle concours event, and accompanying bike auction. The biggest winner, however, was admitted pack rat Vince Martinico and his 1908 Indian 2008 Torpedo Tank Racer....",The New York Times,[],http://wheels.blogs.nytimes.com/2008/05/08/wish-youd-held-on-to-that-75-ducati/,5/8/08,Blog,4fd36ba78eb7c8105d8c0b1a
"A Small Rise, Despite the Increasing Oil Prices",Business Day,[u'Wall Street (NYC)'],506,"Wall Street closed with a moderate advance Thursday, with energy and other commodities companies leading the market as oil prices extended their record-breaking run....",The New York Times,[u'Stocks and Bonds'],http://www.nytimes.com/2008/05/09/business/09stox.html,5/9/08,News,548147f638f0d874625c82c9
Toyota Expects Decline in Annual Profit,Business Day,[],614,"The drop in annual profit is accelerating a shift by the Toyota Motor Corporation into emerging markets like China, Latin America and the Middle East....",The New York Times,"[u'Sales', u'International Trade and World Market', u'Automobiles']",http://www.nytimes.com/2008/05/09/business/09toyota.html,5/9/08,News,5481464e38f0d874625c8296
Europeans and British Leave Rates Unchanged,Business Day,[],541,"The European Central Bank left its benchmark interest rate unchanged at 4 percent on Thursday, saying that the region_验s economy remained resilient despite financial turmoil....",The New York Times,"[u'Interest Rates', u'Banks and Banking']",http://www.nytimes.com/2008/05/09/business/worldbusiness/09euro.html,5/9/08,News,548148b338f0d874625c82e2
Mortgage Holders Find It Hard to Walk Away From Their Homes,Business Day,[],1435,"The blogosphere is full of tales of homeowners who supposedly are choosing to mail the house keys to their lenders rather than keep their depreciating homes, but this remains a rare occurrence....",The New York Times,"[u'Housing', u'Mortgages', u'Foreclosures', u'Finances', u'Credit', u'Prices (Fares, Fees and Rates)', u'United States Economy']",http://www.nytimes.com/2008/05/10/business/10housing.html,5/10/08,News,548154ec38f0d874625c8440
"Trade Deficit Narrows in March, but Exports Fall",Business Day,[],339,The falling demand for imports is the latest indication that Americans are reining in their spending habits....,The New York Times,"[u'Economic Conditions and Trends', u'Consumer Behavior', u'International Trade and World Market', u'United States Economy', u'Recession and Depression']",http://www.nytimes.com/2008/05/10/business/10econ.html,5/10/08,News,54814e6c38f0d874625c8384
The Chief of Barneys Is Expected to Resign,Business Day,[u'Dubai'],767,"Howard Socol, the chief executive of Barneys New York, is said to disagree sharply with the new owners of the chain over its strategy....",The New York Times,"[u'Suspensions, Dismissals and Resignations', u'Appointments and Executive Changes', u'Apparel', u'Design']",http://www.nytimes.com/2008/05/10/business/10shop.html,5/10/08,News,5481531e38f0d874625c840b
"At Daimler, Sales Follow the World_验s Oil Riches",Business Day,[],1477,"Daimler AG, the maker of Mercedes-Benz automobiles, will deal with slowing auto sales in the U.S. in part by shifting sales to Russia, China and the Middle East, its chief executive said....",The New York Times,"[u'Automobiles', u'Sales', u'International Trade and World Market']",http://www.nytimes.com/2008/05/10/business/worldbusiness/10interview-long.html,5/10/08,Interview,54814ff438f0d874625c83ad
A.I.G._验s Quarterly Loss Depresses Dow,Business Day,[],696,Wall Street was down sharply as investors contended with wider-than-expected losses at American International Group and another worrisome spike in oil prices....,The New York Times,"[u'Stocks and Bonds', u'Dow Jones Stock Average', u'Oil (Petroleum) and Gasoline', u'Economic Conditions and Trends']",http://www.nytimes.com/2008/05/10/business/10markets.html,5/10/08,News,548152f138f0d874625c8404
Change We Can Stomach,Opinion,[],1256,"Farming has the potential to go through the greatest upheaval since the Green Revolution, bringing harvests that are more healthful, sustainable and flavorful....",The New York Times,"[u'Agriculture', u'Cooking and Cookbooks', u'Organic Food', u'International Trade and World Market', u'Environment', u'Science and Technology']",http://www.nytimes.com/2008/05/11/opinion/11barber.html,5/11/08,Op-Ed,54814fd538f0d874625c83ab
The New New World,Books,"[u'United States', u'China', u'India']",1218,"In this examination of power, Fareed Zakaria focuses not so much on the decline of America, but on the rise of China and India....",The New York Times,"[u'Books and Literature', u'International Trade and World Market', u'United States International Relations', u'United States Economy']",http://www.nytimes.com/2008/05/11/books/review/Joffe-t.html,5/11/08,Review,54810ba738f0d874625c7f38
Almighty Dolor,Magazine,[],766,"As Americans, we like the dollar, but as investors, we_验re a little more willing to go where the money is....",The New York Times,"[u'Certificates of Deposit', u'Currency', u'Finances', u'Presidential Election of 2008', u'United States Economy', u'Stocks and Bonds']",http://www.nytimes.com/2008/05/11/magazine/11wwln-consumed-t.html,5/11/08,News,5481166638f0d874625c802b
The Dollar: Shrinkable but (So Far) Unsinkable,Week in Review,[],1442,"What are the chances that a day of reckoning is coming, when the dollar would be so weak that America would have to play by the rules that apply to every other country?...",The New York Times,"[u'Currency', u'United States Economy', u'International Trade and World Market', u'Economic Conditions and Trends', u'Government Bonds']",http://www.nytimes.com/2008/05/11/weekinreview/11goodman.html,5/11/08,News,548153e738f0d874625c8421
"In New York, Parking Is Ever So Easy",Automobiles,[u'New York City'],1001,"The Fortwo seeks to be the ideal urban runabout, but this anemic two-seat tomato can falls far short....",The New York Times,"[u'Automobiles', u'Reviews']",http://www.nytimes.com/2008/05/11/automobiles/autosreviews/11-smart-fortwo-ny.html,5/11/08,Review,5474fdc038f0d8119c6af5ae
Trajectories,Magazine,[],430,The rise of rockets in the post-space-age age....,The New York Times,"[u'Rockets and Rocket Propulsion', u'Space']",http://www.nytimes.com/2008/05/11/magazine/11rockets-t.html,5/11/08,News,5481165938f0d874625c8029
"Matching Newcomer to College, While Both Pay",Education,[],2129,"Agents who recruit international students for American colleges are paid by both sides, raising questions about whose interest is being served....",The New York Times,"[u'Colleges and Universities', u'Foreign Students', u'Ethics']",http://www.nytimes.com/2008/05/11/education/11agents.html,5/11/08,Series,548155f638f0d874625c845d
Good Times at Sotheby_验s,Opinion,[],410,The art world_验s ever rising valuations are a symptom of the unprecedented concentration of the spoils of growth at the very top....,The New York Times,"[u'Art', u'Auctions', u'Prices (Fares, Fees and Rates)', u'Income Inequality', u'United States Economy', u'Editorials']",http://www.nytimes.com/2008/05/11/opinion/11sun4.html,5/11/08,Editorial,5481548b38f0d874625c8433
Marketers Welcome Television_验s Shift to a 52-Week Season,Business Day,[],1256,"The writers_验 strike this TV season was only the catalyst of the change to upfront week, when networks offer springtime previews of prime-time programs for the coming fall....",The New York Times,"[u'Television', u'Advertising and Marketing', u'Cable Television', u'Executives and Management']",http://www.nytimes.com/2008/05/12/business/media/12adcol.html,5/12/08,News,5481583738f0d874625c84a1
McCain_验s Speech on Climate Change,U.S.,[],3269,"The following is a transcript of Senator John McCain_验s speech on climate change at the Vestas Training Facility in Portland, Ore., as provided by his campaign....",The New York Times,"[u'Global Warming', u'Speeches and Statements', u'Presidential Election of 2008']",http://www.nytimes.com/2008/05/12/us/politics/12text-mccain.html,5/12/08,Text,5474fe0338f0d8119c6af5b2
The Chief of Barneys Is Expected to Resign,Business Day,[],732,"Howard Socol, the chief executive of Barneys New York, who restored the company's stature after it fell into bankruptcy in the 1990s, has told colleagues he intends to resign amid disagreements with the retailer's news owners, The New York Times r...",The New York Times,[],http://dealbook.nytimes.com/2008/05/12/the-chief-of-barneys-is-expected-to-resign/,5/12/08,Blog,4fd36b6c8eb7c8105d8c0286
Upfront Week Begins en Espa毡ol,Business,[],535,"Whether you say ""money"" or ""dinero,"" the state of the economy is much on the minds of television executives as the upfront week begins. That was underlined at a breakfast briefing on Monday from Telemundo....",The New York Times,[],http://mediadecoder.blogs.nytimes.com/2008/05/12/upfront-week-begins-en-espanol/,5/12/08,Blog,4fd36bf98eb7c8105d8c14e4
The [Annotated] McCain Climate Speech,Opinion,[],3680,McCain tries to woo independent voters with a warm (but not hot) view of climate....,The New York Times,[],http://dotearth.blogs.nytimes.com/2008/05/12/the-annotated-mccain-climate-speech/,5/12/08,Blog,4fd36bfa8eb7c8105d8c151c
Hundreds Are Arrested in U.S. Sweep of Meat Plant,U.S.,[u'Iowa'],583,"In the biggest workplace immigration raid this year, federal agents swept into a kosher meat plant on Monday in Postville, Iowa, and arrested more than 300 workers....",The New York Times,"[u'Illegal Immigrants', u'Kosher Foods', u'Meat', u'Identity Fraud']",http://www.nytimes.com/2008/05/13/us/13immig.html,5/13/08,News,5481604938f0d874625c8598
"For HSBC, Asia Offsets Loan Problems in the U. S.",Business Day,[],578,"Europe_验s biggest bank put aside $3.2 billion for bad loans in the United States in the first quarter, in line with its expectations....",The New York Times,"[u'Banks and Banking', u'United States Economy', u'Mortgages', u'Recession and Depression', u'Housing']",http://www.nytimes.com/2008/05/13/business/worldbusiness/13bank.html,5/13/08,News,54815d0238f0d874625c8536
Ways of Ancient Mexico Reviving Barren Lands,World,[u'Oaxaca (Mexico)'],1139,Jes誣s Le誣n Santos_验s fight to keep farmers from abandoning their parched land is much more than a refusal to give up a millennial way of life....,The New York Times,"[u'Agriculture', u'Farmers', u'International Trade and World Market', u'Restoration and Rehabilitation', u'Economic Conditions and Trends']",http://www.nytimes.com/2008/05/13/world/americas/13oaxaca.html,5/13/08,News,548161e638f0d874625c85c7
Many Hispanics Are Hit Hard by Economic Slump,Business Day,[],1798,What had been a story of steady advances for Hispanics has given way to growing joblessness and lost homes....,The New York Times,"[u'Hispanic-Americans', u'United States Economy', u'Housing', u'Layoffs and Job Reductions', u'Third World and Developing Countries', u'Immigration and Refugees', u'Foreclosures', u'Blue Collar Workers', u'Factories and Industrial Plants']",http://www.nytimes.com/2008/05/13/business/13hispanics.html,5/13/08,News,548161ac38f0d874625c85c0
Nissan Plans Electric Car in U.S. by _验10,Business Day,[],1154,"The commitment, announced Tuesday, will be the first by a major automaker to bring a zero-emission vehicle to the American market....",The New York Times,"[u'Electric Vehicles', u'Environment', u'Hybrid Vehicles', u'Automobiles', u'Fuel Efficiency']",http://www.nytimes.com/2008/05/13/business/13auto.html,5/13/08,News,5474d05838f0d8119c6aed5b
Oil Refiners See Profits Sink as Consumption Falls,Business Day,[],1045,"Oil refiners have not been able to to raise gasoline prices enough to pass along the full increases in oil, analysts say....",The New York Times,"[u'Oil (Petroleum) and Gasoline', u'Refineries', u'Futures and Options Trading', u'Prices (Fares, Fees and Rates)', u'United States Economy', u'International Trade and World Market', u'Economic Conditions and Trends', u'Trucks and Trucking']",http://www.nytimes.com/2008/05/14/business/14refine.html,5/14/08,News,548169ee38f0d874625c86a8
TODAY IN BUSINESS,Business,[],433,"SEEKING BARGAINS Discount retailers benefited from belt-tightening consumers, but the slowdown in spending proved less kind to full-priced retailers.      WEIGHING A FIGHT Carl C. Icahn, the billionaire investor, is said to be considering a proxy ...",The New York Times,[],http://query.nytimes.com/gst/fullpage.html?res=9E07E1DA113EF937A25756C0A96E9C8B63,5/14/08,News,4fd2b32f8eb7c8105d8a4cda
"April Retail Sales Dipped, but Some Sectors Held Up",Business Day,[],520,"United States retail sales weakened modestly in April, but outside the auto sector they were more resilient than many economists had forecast....",The New York Times,"[u'United States Economy', u'Retail Stores and Trade', u'Sales', u'Economic Conditions and Trends', u'Prices (Fares, Fees and Rates)']",http://www.nytimes.com/2008/05/14/business/14econ.html,5/14/08,News,54816ba838f0d874625c86dd
Alfa Romeo Rekindles American Love Affair,Autos,[],504,"Alfa Romeo looks ready to settle down and commit to a long-term relationship with the American market. The 8C Competizione Coupe, a jaw-dropping $200,000 supercar, arrives this summer; a convertible version will soon follow. But the Italian manufa...",The New York Times,[],http://wheels.blogs.nytimes.com/2008/05/14/alfa-romeo-rekindles-american-love-affair/,5/14/08,Blog,4fd36bbe8eb7c8105d8c0c87
House Passes Farm Bill by a Veto-Proof Margin,Washington,[],1000,"The House approved a five-year, $307 billion farm bill with a solid bipartisan majority while ignoring a veto threat from President Bush....",The New York Times,"[u'Farm Bill (US)', u'Crop Controls and Subsidies']",http://www.nytimes.com/2008/05/15/washington/15farm.html,5/15/08,News,5481714f38f0d874625c8784
"Defying President Bush, Senate Passes Farm Bill",Washington,[],1112,The bill received far more than the two-thirds vote needed to override President Bush_验s expected veto....,The New York Times,"[u'Law and Legislation', u'Agriculture']",http://www.nytimes.com/2008/05/15/washington/15cnd-farm.html,5/15/08,News,5481753138f0d874625c87ed
Price Data Suggests Slowdown Is Cooling Inflation,Business Day,[],685,"Consumer prices edged up slightly in April, but far more slowly than many economists had anticipated....",The New York Times,"[u'Consumer Price Index', u'Prices (Fares, Fees and Rates)']",http://www.nytimes.com/2008/05/15/business/15econ.html,5/15/08,News,54816e7638f0d874625c8730
"INSIDE THE TIMES: May 15, 2008",New York and Region,[],2275,FOREIGN     ITALIAN TRIAL OF C.I.A OPERATIVES BEGINS WITH TORTURE TESTIMONY...,The New York Times,[],http://query.nytimes.com/gst/fullpage.html?res=9406EED81039F936A25756C0A96E9C8B63,5/15/08,News,4fd265468eb7c8105d81974c
Bacon Triptych Auctioned for Record $86 Million,Arts,[],1102,"A 1976 triptych by Francis Bacon brought $86.3 million on Wednesday night at Sotheby_验s, becoming the most expensive work of contemporary art ever sold at auction....",The New York Times,"[u'Auctions', u'Art']",http://www.nytimes.com/2008/05/15/arts/design/15auction.html,5/15/08,News,54816fc738f0d874625c8756
McCain on His Hopes for His First Term,U.S.,[],3059,,The New York Times,[],http://www.nytimes.com/2008/05/15/us/politics/15text-mccain.html,5/15/08,Text,548173b638f0d874625c87d0
Making the Future,U.S.,[],2586,"In this lesson, students share opinions about the spirit and philosophy of the do-it-yourself movement and profile participants to assess the impact of their work on the way people think and live....",The New York Times,[],http://learning.blogs.nytimes.com/2008/05/15/making-the-future/,5/15/08,Blog,4fd36b6c8eb7c8105d8c02a9
U.S. Declines to Say China Manipulates Its Currency,Business Day,[u'China'],285,The Bush administration on Thursday declined to label China a manipulator of currency to gain unfair trade advantages....,The New York Times,"[u'Currency', u'International Trade and World Market']",http://www.nytimes.com/2008/05/16/business/worldbusiness/16currency.html,5/16/08,News,5481799038f0d874625c8873
"INSIDE THE TIMES: May 16, 2008",New York and Region,[],2145,international     RUINED BURMESE FARMERS...,The New York Times,[],http://query.nytimes.com/gst/fullpage.html?res=9D0CE1DE1F3DF935A25756C0A96E9C8B63,5/16/08,News,4fd265468eb7c8105d81976e
"Led by Germany, a Strong Quarter for Europe",Business Day,"[u'Europe', u'Germany']",666,"The German economy grew 1.5 percent in the first quarter of this year, delivering its best performance in over a decade. The euro zone grew 0.7 percent during the period....",The New York Times,[u'Economic Conditions and Trends'],http://www.nytimes.com/2008/05/16/business/worldbusiness/16euroecon.html,5/16/08,News,5481763d38f0d874625c880f
"INSIDE THE TIMES: May 17, 2008",New York and Region,[],2289,INTERNATIONAL     U.S. FACES ROADBLOCKS...,The New York Times,[],http://query.nytimes.com/gst/fullpage.html?res=9B02E6DC1531F934A25756C0A96E9C8B63,5/17/08,Summary,4fd295b78eb7c8105d870ea1
"It_验s Not Just Petroleum, All Imports Cost More",Business Day,[],527,"For all nonpetroleum imports, prices in April were up 6.2 percent from a year earlier, the fastest rate of gain in almost 20 years....",The New York Times,"[u'Economic Conditions and Trends', u'Prices (Fares, Fees and Rates)', u'Consumer Price Index', u'International Trade and World Market', u'United States Economy', u'Recession and Depression', u'Oil (Petroleum) and Gasoline']",http://www.nytimes.com/2008/05/17/business/17charts.html,5/17/08,News,5481801838f0d874625c8939
"Despite Unease, Big Gains for the Week",Business Day,[],626,Wall Street pulled off its lows to finished narrowly mixed Friday as investors squared concerns about rising oil prices with a surprise jump in home construction....,The New York Times,"[u'Stocks and Bonds', u'Economic Conditions and Trends', u'Nasdaq Composite Index', u'Dow Jones Stock Average', u'Oil (Petroleum) and Gasoline', u'Prices (Fares, Fees and Rates)']",http://www.nytimes.com/2008/05/17/business/17markets.html,5/17/08,News,548180c238f0d874625c894f
A Honda on a Diesel Diet,Automobiles,[],687,Nothing in the company_验s current lineup can match the mileage of the European-market diesel-powered Accord....,The New York Times,"[u'Automobiles', u'Reviews', u'Diesel Power']",http://www.nytimes.com/2008/05/18/automobiles/autoreviews/18DRIVE.html,5/18/08,Review,5481787438f0d874625c884b
"A Buyer's Market, a Seller's Pain",New York and Region,[u'NEW YORK CITY METROPOLITAN AREA'],1869,"WITH a laser measuring device clipped to his belt and a reel of yellow tape tucked under one arm, Christopher Otteau roamed around a tidy house on a corner lot in Ridgewood, N.J., preparing to deliver the unwelcome news to its occupants.     They,...",The New York Times,"[u'SUBURBS', u'HOUSING', u'PRICES (FARES, FEES AND RATES)']",http://query.nytimes.com/gst/fullpage.html?res=9C07E3D8113EF93BA25756C0A96E9C8B63,5/18/08,News,4fd283298eb7c8105d85141f
"A Buyer_验s Market, a Seller_验s Pain",N.Y. / Region,"[u'Long Island (NY)', u'Westchester County (NY)', u'Connecticut', u'New Jersey']",2109,"In most of the region_验s suburbs, there is no immunity from the nation_验s real estate downturn....",The New York Times,"[u'Housing', u'Prices (Fares, Fees and Rates)', u'Sales', u'Appraisals and Valuation']",http://www.nytimes.com/2008/05/18/nyregion/nyregionspecial2/18Rrealnj.html,5/18/08,News,5481769638f0d874625c8817
Salvation Army,Style,[],1528,"Stroll into Cynthia_验s Ristorante in downtown Paducah, Ky., on any given Friday night and you_验ll likely find a gaggle of artists holding court at the end of the bar, their animated conversations fueled by Finlandia cosmopolitans and Chambord ma...",The New York Times,[],http://www.nytimes.com/2008/05/18/style/tmagazine/18paducah.html,5/18/08,News,54b982b738f0d83735b5a7e4
G.M._验s Dreadful Engines Gave Diesels a Bad Name,Automobiles,[],466,"The 5.7-liter diesel V-8 from General Motors was a train wreck, having come to market dreadfully under-engineered....",The New York Times,"[u'Automobiles', u'Engines', u'Diesel Power']",http://www.nytimes.com/2008/05/18/automobiles/collectibles/18RUST.html,5/18/08,News,5481788f38f0d874625c884f
Ch諐vez Seizes Greater Economic Power,World,[u'Venezuela'],1137,President Hugo Ch諐vez is intensifying state control of Venezuela_验s economy through new takeovers of private companies....,The New York Times,"[u'Nationalization of Industry', u'Economic Conditions and Trends']",http://www.nytimes.com/2008/05/18/world/americas/18venez.html,5/18/08,News,548185ab38f0d874625c89eb
"A Buyer's Market, a Seller's Pain",New York and Region,[],1870,"WITH a laser measuring device clipped to his belt and a reel of yellow tape tucked under one arm, Christopher Otteau roamed around a tidy house on a corner lot in Ridgewood, N.J., preparing to deliver the unwelcome news to its occupants.     They,...",The New York Times,[],http://query.nytimes.com/gst/fullpage.html?res=940CEEDC1130F93BA25756C0A96E9C8B63,5/18/08,News,4fd2b32f8eb7c8105d8a4d45
World_验s Poor Pay Price as Crop Research Is Cut,Business Day,[],1874,Agricultural research is reduced even as the growth of the global food supply slows and the population increases....,The New York Times,"[u'Food', u'Research', u'Prices (Fares, Fees and Rates)', u'Agriculture', u'Rice', u'Grain', u'International Trade and World Market', u'Third World and Developing Countries', u'Budgets and Budgeting']",http://www.nytimes.com/2008/05/18/business/worldbusiness/18focus.html,5/18/08,Series,5474fef838f0d8119c6af5e2
So You Think Gas Costs a Lot?,Automobiles,[],1081,"Drivers are wondering why the price of diesel, distilled from the same raw ingredient as gasoline, is rising faster....",The New York Times,"[u'Diesel Power', u'Oil (Petroleum) and Gasoline', u'Automobiles', u'Prices (Fares, Fees and Rates)']",http://www.nytimes.com/2008/05/18/automobiles/18PRICE.html,5/18/08,News,548178bb38f0d874625c8855
Does the _焉Real_验 Ireland Still Exist?,Travel,[u'Ireland'],2658,"In a land of ancient ways put under modern stresses, there_验s a paradox: You will find what you want, as long as you don_验t look for it....",The New York Times,[u'Travel and Vacations'],http://www.nytimes.com/2008/05/18/travel/18ireland.html,5/18/08,News,547c44da38f0d813efccbe15
The Language of Loss for the Jobless,Fashion & Style,[],1531,"Discussing a layoff can, for many, be an awkward or embarrassing moment....",The New York Times,"[u'Layoffs and Job Reductions', u'Families and Family Life', u'Brokers and Brokerage Firms', u'Language and Languages']",http://www.nytimes.com/2008/05/18/fashion/18layoff.html,5/18/08,News,54817c2838f0d874625c88c7
"The True Story of a Script, Big Dreams and Vanishing Private Equity",Business Day,"[u'Wall Street (NYC)', u'Hollywood (Calif)']",2215,"A would-be filmmaker is left in the lurch by nervous lenders, and his tale is becoming a common one as private money has become harder to obtain in Hollywood....",The New York Times,"[u'Motion Pictures', u'Hedge Funds', u'Writing and Writers', u'Finances']",http://www.nytimes.com/2008/05/19/business/media/19pitch.html,5/19/08,News,5481890838f0d874625c8a51
"INSIDE THE TIMES: May 19, 2008",New York and Region,[],2255,"INTERNATIONAL     FOR CHINA, TALES OF MIRACLES...",The New York Times,[],http://query.nytimes.com/gst/fullpage.html?res=9C04E4D91239F93AA25756C0A96E9C8B63,5/19/08,Summary,4fd27a388eb7c8105d83e40c
Clean Your Plate!,U.S.,[],3007,"In this lesson, students consider food waste and create proposals to present to school officials about strategies that their school community can take to cut down on food waste....",The New York Times,[],http://learning.blogs.nytimes.com/2008/05/19/clean-your-plate/,5/19/08,Blog,4fd36b568eb7c8105d8bfeae
Owner of Bill Blass Faces Cash Shortage After Acquisition,Business Day,[],793,"The fast-growing buyout firm that owns Bill Blass, Athlete_验s Foot and Maggie Moo_验s appeared to be on the verge of financial collapse on Monday....",The New York Times,"[u'Bankruptcies', u'Mergers, Acquisitions and Divestitures']",http://www.nytimes.com/2008/05/20/business/20shops.html,5/20/08,News,54818de338f0d874625c8ae2
"Son of a Gun, Hollywood Has Big Fun on the Bayou",Movies,[u'Louisiana'],1404,Filmmakers find the Northern Louisiana town of Shreveport has a lot to like....,The New York Times,[u'Motion Pictures'],http://www.nytimes.com/2008/05/20/movies/20shre.html,5/20/08,News,5481901238f0d874625c8b23
Weak Economy Bolsters Sales of Picture-Tube TVs,Technology,[],451,"Amid a slowing U.S. economy, sales of traditional picture-tube televisions have surged, pushing out plasma TVs for second place after L.C.D. models....",The New York Times,[],http://bits.blogs.nytimes.com/2008/05/22/weak-economy-boosts-sales-of-picture-tube-tvs/,5/22/08,Blog,4fd36b758eb7c8105d8c0312
Google Says It Will Defend Competitive Rationale of a Yahoo Deal,Business Day,[],878,"How can Google, the Internet search and advertising giant, contend that teaming up with Yahoo in search ads would not invite an antitrust challenge? Under a proposed partnership, Google would let Yahoo use its more sophisticated ad technology to d...",The New York Times,[],http://dealbook.nytimes.com/2008/05/22/google-says-it-will-defend-competitive-rationale-of-a-yahoo-deal/,5/22/08,Blog,4fd36b598eb7c8105d8bffeb
Market Faces a Disturbing Oil Forecast,,[],549,Wall Street mulls life in 2030 without 16 million barrels a day....,The New York Times,[],http://thelede.blogs.nytimes.com/2008/05/22/market-faces-a-disturbing-oil-forecast/,5/22/08,Blog,4fd36ba88eb7c8105d8c0ba1
Is It Worth It?,U.S.,[],3010,"In this lesson, students share opinions about the value of a college degree by reviewing a number of statistics, opinions and analyses....",The New York Times,[],http://learning.blogs.nytimes.com/2008/05/22/is-it-worth-it/,5/22/08,Blog,4fd36bf38eb7c8105d8c14b0
Can We Find a New Way to Get Home?,Opinion,[u'Germany'],874,To the Editor:....,The New York Times,"[u'Automobiles', u'Transit Systems', u'Oil (Petroleum) and Gasoline', u'Prices (Fares, Fees and Rates)', u'Commuting']",http://www.nytimes.com/2008/05/23/opinion/l23krugman.html,5/23/08,Letter,5481a85238f0d874625c8df4
Urgency Replaces Subtlety in Summer_验s Struggle for Visitors,Business Day,[],1296,"As the summer travel season starts amid rising gasoline prices and airfares, tourism marketers are changing their pitches....",The New York Times,"[u'Travel and Vacations', u'Advertising and Marketing', u'Prices (Fares, Fees and Rates)']",http://www.nytimes.com/2008/05/23/business/23adco.html,5/23/08,News,5481a9f338f0d874625c8e27
Economic Toll Mounts From High Oil Prices,Business Day,[],1200,"Runaway energy prices are forcing some of the biggest names in global industry, including Ford and Air France-KLM, to shift course and retrench....",The New York Times,"[u'Oil (Petroleum) and Gasoline', u'Prices (Fares, Fees and Rates)']",http://www.nytimes.com/2008/05/23/business/worldbusiness/23oilweb.html,5/23/08,News,5481a4b838f0d874625c8d8a
