,positive,neutral,positive_standard,neutral_standard
0,36.2776788066,44.8281545008,0.503856650091,0.622613256955
1,31.5552645654,38.2558380736,0.544056285611,0.659583415061
2,37.2927580825,47.4486828407,0.503956190305,0.641198416766
3,36.4225987352,45.2779281644,0.512994348383,0.63771729809
4,31.563648415,38.4674503667,0.534977091779,0.651990684181
5,41.14232371,48.9784591935,0.52746568859,0.62792896402
6,44.626247792,54.969556201,0.518909858047,0.639180886058
7,35.4182194302,44.6691772668,0.505974563289,0.638131103812
8,39.0013050297,47.840069964,0.534264452461,0.655343424164
9,70.3048247089,85.2885046399,0.536678051213,0.651057287328
10,53.8005984388,68.8342488004,0.507552815461,0.649379705664
11,60.7015405819,78.4231855988,0.51441983544,0.664603267787
