,count,neutral,pos
0,115,77.1798307589,61.2273870917
1,94,62.3298499107,49.4662724315
2,40,28.7554032109,20.342724212
3,58,36.7873480976,28.3990037734
4,93,59.8996077261,47.3167865225
5,91,60.7424562125,47.1770195952
6,116,77.2631485697,59.1477516218
7,202,132.657711278,103.045371185
8,141,96.3714636517,74.4927540713
9,190,124.436463761,98.358865185
10,175,122.68954755,95.6838166963
11,174,113.465036181,91.175059268
