,pos,neutral,count
0,69.057286788,89.2902171688,133
1,42.9251284412,49.1628012571,81
2,44.7780474193,57.9425319188,85
3,47.8179793535,58.9444666338,89
4,50.5909088291,64.9387651581,96
5,52.8429968549,67.131169629,101
6,51.8539943735,64.0185437936,99
7,46.1869517516,55.7893630696,92
8,83.3258607273,102.709907951,160
9,54.3925682749,69.59820645,109
10,51.7302809793,65.5439031765,98
11,32.574917215,41.319918658,62
