,positive,neutral,positive_standard,neutral_standard
0,74.0667349644,95.5537384529,0.514352326142,0.663567628145
1,51.1570259789,67.5005825547,0.522010469172,0.68878145464
2,38.594508246,51.7727203582,0.507822476921,0.681220004714
3,43.5098460612,58.0113731799,0.511880541896,0.682486743293
4,36.8948272769,48.8612199741,0.519645454604,0.688186196818
5,42.9944525217,54.2714446495,0.511838720497,0.64608862678
6,32.6601123369,42.7565301785,0.518414481538,0.678675082199
7,29.6857079824,35.900799945,0.520801894428,0.629838595526
8,33.6542917348,43.1481154777,0.525848308357,0.67418930434
9,40.3169037834,50.5070221171,0.516883381839,0.647525924579
10,25.6013758944,30.2484471727,0.522477059069,0.617315248423
11,42.5705472797,52.4237507678,0.519153015607,0.639314033753
