,pos,neutral,count
0,50.9895782409,63.5970387915,96
1,57.1420193577,72.4116209564,105
2,49.8849833808,68.8653638711,94
3,50.6869902931,68.6422173023,100
4,48.2281808327,63.3420844729,96
5,51.7572620735,69.5750170803,106
6,44.577250268,58.9330862715,87
7,47.410765647,64.1855014328,93
8,51.2125527461,66.7392084127,96
9,51.1697670791,66.8858109616,100
10,49.676187285,68.3880899348,96
11,53.6568748071,70.7416703243,106
