,positive,neutral,positive_standard,neutral_standard
0,66.1940941743,85.0778715032,0.53816336727,0.691690012221
1,62.6332160076,80.5721780943,0.526329546283,0.677077126843
2,56.7212998243,75.5397566805,0.52037889747,0.693025290647
3,48.243037451,64.0970498822,0.502531640115,0.66767760294
4,48.2281808327,63.3420844729,0.502376883673,0.659813379926
5,51.7572620735,69.5750170803,0.488276057297,0.656368085663
6,44.577250268,58.9330862715,0.512382186988,0.677391796224
7,47.410765647,64.1855014328,0.509793179,0.690166682073
8,51.2125527461,66.7392084127,0.533464091105,0.695200087632
9,51.1697670791,66.8858109616,0.511697670791,0.668858109616
10,49.676187285,68.3880899348,0.517460284219,0.712375936821
11,53.6568748071,70.7416703243,0.506196932142,0.667374248343
