,positive,neutral,positive_standard,neutral_standard
0,77.953579681,94.8851386982,0.526713376223,0.641115802015
1,68.7442343626,88.9705779489,0.524765147806,0.679164717167
2,57.4969642267,68.7787157489,0.537354805857,0.642791735971
3,61.0583071823,77.0118783503,0.53559918581,0.675542792546
4,58.8667823341,69.7563446048,0.545062799389,0.645892079674
5,68.2732210567,85.5401021701,0.521169626387,0.652977879161
6,62.298610196,80.578019598,0.527954323695,0.682864572864
7,53.6797972918,67.684295287,0.542220174665,0.683679750373
8,37.7269357218,47.9813732581,0.523985218358,0.666407961918
9,63.2855407923,76.6578803732,0.536318142308,0.64964305401
10,85.6898331673,102.227684178,0.532234988617,0.634954560113
11,9.55783775218,12.4099240836,0.530990986232,0.689440226869
