,pos,neutral,count
0,86.6513574287,117.400410003,172
1,60.6229698872,78.9014727884,118
2,60.3862151704,82.0729486044,119
3,58.7299963018,78.9072177356,117
4,46.8188044982,64.1276211264,92
5,53.6158083591,72.4698731935,104
6,48.3576690408,64.7541948838,92
7,68.0052851439,89.9621690525,132
8,61.4435058873,78.4908149794,117
9,69.1535333091,89.785289351,133
10,61.0536524354,80.5983574458,118
11,52.9858830709,68.7740906521,100
