,positive,neutral,positive_standard,neutral_standard
0,45.7012925133,58.6268454367,0.502212005641,0.644251048754
1,43.1107313726,54.7119116269,0.513222992531,0.651332281272
2,41.3948972103,47.7034330632,0.530703810388,0.611582475169
3,42.1499863725,48.7239565073,0.533544131298,0.61675894313
4,27.4608860144,35.8161940193,0.5181299248,0.675777245646
5,46.072087268,59.1156894701,0.529564221471,0.679490683565
6,66.3602263738,86.2566626338,0.52252146751,0.679186319951
7,51.2901897123,64.9097104045,0.512901897123,0.649097104045
8,52.6709107365,66.1984589689,0.521494165708,0.655430286821
9,56.2283618016,70.1701918665,0.511166925469,0.63791083515
10,48.0866722004,56.8434011566,0.540299687645,0.638689900636
11,0.41437175325,0.79757068391,0.41437175325,0.79757068391
