,positive,neutral,positive_standard,neutral_standard
0,101.601324132,129.459930987,0.521032431446,0.663897081984
1,76.9713711833,90.6287676391,0.530837042643,0.625025983718
2,63.7423272381,79.9005519354,0.526796092877,0.660335139962
3,72.9539615731,88.2562750715,0.536426188037,0.648943199055
4,81.2385036939,103.419498566,0.520759639064,0.662945503626
5,71.77738285,90.3776782175,0.547918953054,0.689905940591
6,75.5296063794,99.0651261372,0.53567096723,0.702589547072
7,40.96698348,52.4484754218,0.5120872935,0.655605942772
8,69.9822759221,90.9235223662,0.52618252573,0.683635506513
9,89.9678847501,112.03899544,0.523069097384,0.65138950837
10,67.136792652,79.0500865013,0.537094341216,0.632400692011
11,68.7529630998,80.9525152034,0.520855781059,0.613276630329
