,pos,neutral,count
0,57.226751132,73.2303458685,114
1,52.7254092345,71.3377009157,103
2,46.4800162314,61.1731189627,92
3,47.4627879829,64.2544706976,97
4,48.0416806064,66.7159492255,90
5,58.2936356089,77.7476735851,113
6,56.9191385109,72.9592220758,106
7,44.6042071063,62.2963542073,88
8,53.7119214125,73.2141080052,104
9,54.5454069427,73.9708161531,106
10,64.562772061,81.0131680672,125
11,87.735584047,112.64991239,170
