,pos,neutral,count
0,37.0380791754,47.9356517943,73
1,38.125572093,49.6047667923,71
2,52.1312001635,64.1715082091,100
3,60.5756560252,70.8671588005,112
4,53.1393002749,65.7678520307,98
5,43.0176313396,53.5780649637,83
6,44.9199923988,57.9739079719,82
7,44.3602647916,56.3253097064,84
8,38.9827699229,45.011838776,71
9,51.061252197,59.9781588172,92
10,35.2646030761,46.345282937,67
11,59.3287968178,74.1554406989,111
