,pos,neutral,count
0,57.8817174718,71.5123392155,110
1,39.009204185,49.7466649425,74
2,39.1715936676,47.9742135946,73
3,39.8019340329,48.7577242283,75
4,46.5220454383,55.2365164273,87
5,39.3526338336,49.3045362561,75
6,33.0978313127,41.938875509,61
7,35.7686211805,47.3876527802,69
8,43.2786442183,53.4008553589,83
9,36.9002971821,45.9804099383,71
10,51.5796683671,62.5672658914,98
11,46.7676680923,58.4462944074,89
