,count,neutral,pos
0,173,115.035153467,90.8648899066
1,175,117.862230848,92.0364326119
2,306,205.260108977,158.546812629
3,146,99.2815120309,77.2570608318
4,177,112.116427076,89.7581365452
5,150,98.9111093804,77.9694470247
6,119,78.8742597848,61.6878056606
7,96,63.4277856114,50.6670236256
8,131,87.3220902058,66.4397747297
9,174,112.901396217,89.7278073525
10,136,88.0004224071,72.115329588
11,120,76.7120104206,64.3376258201
