,pos,neutral,count
0,58.6282134233,74.0672611062,115
1,42.0657781279,54.7594470907,82
2,56.1600349665,72.7487754413,112
3,55.4360965922,74.603837314,111
4,41.7433316271,52.8531696142,81
5,48.954222833,62.4737102488,98
6,48.5384385682,64.9820061471,98
7,54.5300281009,71.1007440255,106
8,60.4497689576,82.3012781389,123
9,52.2378767047,65.6843485453,101
10,44.8423857217,57.1956586101,87
11,49.1664583771,62.9325903572,94
