,pos,neutral,count
0,46.6787487254,62.1352535019,93
1,25.8481638211,37.4694382199,52
2,47.5213273103,64.4403496035,91
3,38.2988257422,50.669078995,75
4,40.358008447,54.3792703156,77
5,38.5037569214,47.8065621897,74
6,58.7913359842,73.075098591,110
7,41.10946337,53.3438766926,80
8,37.7107260399,52.7136516365,76
9,48.8502900218,64.5802932992,95
10,47.3861369543,65.0169541082,94
11,47.7875258307,64.5946204956,93
