,pos,neutral,count
0,88.4233664677,114.562400665,170
1,61.9800409439,84.9360349463,122
2,53.1406123865,66.4604768961,100
3,69.8969766558,97.0849875146,138
4,65.7869370921,88.7933822198,123
5,53.1702595487,69.0097159635,101
6,51.7601027725,67.7814183861,99
7,56.5760284281,64.5110087266,107
8,57.5529460365,71.352267735,109
9,44.2892578915,55.4736950127,83
10,65.3696951431,84.9573080858,124
11,43.5790954996,56.6188748191,81
