,pos,neutral,count
0,64.1190613607,82.3157238644,125
1,48.7791905041,62.3953834885,94
2,47.9411722174,65.513792404,98
3,65.2042046002,86.2808464097,126
4,56.1231166118,69.8196298969,107
5,51.5718127132,63.0381137194,100
6,39.7675895075,55.1708507764,78
7,54.3341388815,65.9493415689,102
8,36.0997790713,47.6024685376,71
9,78.0635613107,94.8590960843,151
10,79.6757672949,102.872674585,157
11,65.4102195255,82.8267832702,126
