,pos,neutral,count
0,61.6435049806,75.9222924132,117
1,43.9851430582,56.4012002113,86
2,40.930163426,55.0446941396,82
3,40.3588013438,50.6932568968,78
4,48.6820776722,61.5714366244,91
5,42.5481407647,52.015917347,81
6,40.298652616,56.3220644619,82
7,49.1196468999,65.1866702495,96
8,48.3333766583,60.6983987244,91
9,48.1660882747,63.608053726,93
10,54.2008411799,71.1966475986,106
11,39.1177591844,52.2071458415,75
