,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.02981015,,,,,,,,,,,,
1,0.002619487,-0.02981015,,,,,,,,,,,
2,0.052951789,0.002619487,-0.02981015,,,,,,,,,,
3,-0.031822855,0.052951789,0.002619487,-0.02981015,,,,,,,,,
4,0.031349829,-0.031822855,0.052951789,0.002619487,-0.02981015,,,,,,,,
5,0.005485935,0.031349829,-0.031822855,0.052951789,0.002619487,-0.02981015,,,,,,,
6,-0.00132081,0.005485935,0.031349829,-0.031822855,0.052951789,0.002619487,-0.02981015,,,,,,
7,0.022931261,-0.00132081,0.005485935,0.031349829,-0.031822855,0.052951789,0.002619487,-0.02981015,,,,,
8,-0.028466708,0.022931261,-0.00132081,0.005485935,0.031349829,-0.031822855,0.052951789,0.002619487,-0.02981015,,,,
9,-0.000334178,-0.028466708,0.022931261,-0.00132081,0.005485935,0.031349829,-0.031822855,0.052951789,0.002619487,-0.02981015,,,
10,-0.0145447,-0.000334178,-0.028466708,0.022931261,-0.00132081,0.005485935,0.031349829,-0.031822855,0.052951789,0.002619487,-0.02981015,,
11,0.00257960081,-0.0145447,-0.000334178,-0.028466708,0.022931261,-0.00132081,0.005485935,0.031349829,-0.031822855,0.052951789,0.002619487,-0.02981015,
12,0.006537041841,0.00257960081,-0.0145447,-0.000334178,-0.028466708,0.022931261,-0.00132081,0.005485935,0.031349829,-0.031822855,0.052951789,0.002619487,-0.02981015
13,0.01625904113,0.006537041841,0.00257960081,-0.0145447,-0.000334178,-0.028466708,0.022931261,-0.00132081,0.005485935,0.031349829,-0.031822855,0.052951789,0.002619487
14,0.012043737801,0.01625904113,0.006537041841,0.00257960081,-0.0145447,-0.000334178,-0.028466708,0.022931261,-0.00132081,0.005485935,0.031349829,-0.031822855,0.052951789
15,-0.001181856653,0.012043737801,0.01625904113,0.006537041841,0.00257960081,-0.0145447,-0.000334178,-0.028466708,0.022931261,-0.00132081,0.005485935,0.031349829,-0.031822855
16,-0.029769655892,-0.001181856653,0.012043737801,0.01625904113,0.006537041841,0.00257960081,-0.0145447,-0.000334178,-0.028466708,0.022931261,-0.00132081,0.005485935,0.031349829
17,0.020376647627,-0.029769655892,-0.001181856653,0.012043737801,0.01625904113,0.006537041841,0.00257960081,-0.0145447,-0.000334178,-0.028466708,0.022931261,-0.00132081,0.005485935
18,0.006028573355,0.020376647627,-0.029769655892,-0.001181856653,0.012043737801,0.01625904113,0.006537041841,0.00257960081,-0.0145447,-0.000334178,-0.028466708,0.022931261,-0.00132081
19,-0.02904267891,0.006028573355,0.020376647627,-0.029769655892,-0.001181856653,0.012043737801,0.01625904113,0.006537041841,0.00257960081,-0.0145447,-0.000334178,-0.028466708,0.022931261
20,-0.000384906801,-0.02904267891,0.006028573355,0.020376647627,-0.029769655892,-0.001181856653,0.012043737801,0.01625904113,0.006537041841,0.00257960081,-0.0145447,-0.000334178,-0.028466708
21,0.024077590128,-0.000384906801,-0.02904267891,0.006028573355,0.020376647627,-0.029769655892,-0.001181856653,0.012043737801,0.01625904113,0.006537041841,0.00257960081,-0.0145447,-0.000334178
22,0.022229412572,0.024077590128,-0.000384906801,-0.02904267891,0.006028573355,0.020376647627,-0.029769655892,-0.001181856653,0.012043737801,0.01625904113,0.006537041841,0.00257960081,-0.0145447
23,-0.018506936274,0.022229412572,0.024077590128,-0.000384906801,-0.02904267891,0.006028573355,0.020376647627,-0.029769655892,-0.001181856653,0.012043737801,0.01625904113,0.006537041841,0.00257960081
24,0.012851767847,-0.018506936274,0.022229412572,0.024077590128,-0.000384906801,-0.02904267891,0.006028573355,0.020376647627,-0.029769655892,-0.001181856653,0.012043737801,0.01625904113,0.006537041841
