,DATE,Log GDP ,Log GDP ,Log GDP ,Log GDP ,UR,UR,UR,UR,UR,UR,UR,UR,UR,UR,UR,UR,log M2,log M2,log M2,log M2,log M2,log M2,log M2,log M2,log M2,log M2,log M2,log M2,log M2,Jobless,Jobless,Jobless,Jobless,Jobless,Jobless,Jobless,Jobless,Jobless,Jobless,Jobless,Jobless,Jobless,0,0,0,0,0,0,0,0,0,0,0,0,pos ,,,,,,,,,,,,,neutral,,,,,,,,,,,,,0
116,1-Sep-87,0.004845441,0.003025315,0.002243032,0.004354475,5.8,6.1,6.3,6.1,6.2,6.9,7.2,7.3,6.3,6.6,6.6,6.8,0.001351554,0.000862986,0.000894471,0.000856284,0.000184495,0.002350321,0.001336328,-0.000882122,0.003705853,0.003908229,0.001962939,0.003016059,0.003303505,-0.010748191,-0.017921242,0.006602364,-0.008216627,-0.006512272,-0.00285426,-0.005652853,-0.019301667,0.012124397,-0.024755184,-0.002645698,-0.026053405,-0.010274334,-0.8,0.7,2.2,0.4,-1.7,2,0.6,-0.2,1.3,-2.3,-4.2,3.7,0.008529635,-0.024240044,0.022846745,-0.005877236,-0.008796981,0.007021421,0.028298052,-0.029731924,0.005975068,-0.010094939,0.007617709,-0.001776979,0.025745164,-0.042251369,0.023895131,-0.060756427,0.076937463,-0.022138768,-0.032248717,0.016260537,0.00472741,0.005254884,-0.010969851,0.012074279,0.007081279,-0.018775998,-4.3
117,1-Oct-87,0.003919792,0.004845441,0.003025315,0.002243032,5.7,5.8,6.1,6.3,6.1,6.2,6.9,7.2,7.3,6.3,6.6,6.6,0.002872167,0.001351554,0.000862986,0.000894471,0.000856284,0.000184495,0.002350321,0.001336328,-0.000882122,0.003705853,0.003908229,0.001962939,0.003016059,-0.005178019,-0.010748191,-0.017921242,0.006602364,-0.008216627,-0.006512272,-0.00285426,-0.005652853,-0.019301667,0.012124397,-0.024755184,-0.002645698,-0.026053405,-4.3,-0.8,0.7,2.2,0.4,-1.7,2,0.6,-0.2,1.3,-2.3,-4.2,-0.009488264,0.008529635,-0.024240044,0.022846745,-0.005877236,-0.008796981,0.007021421,0.028298052,-0.029731924,0.005975068,-0.010094939,0.007617709,-0.001776979,0.027034031,-0.042251369,0.023895131,-0.060756427,0.076937463,-0.022138768,-0.032248717,0.016260537,0.00472741,0.005254884,-0.010969851,0.012074279,0.007081279,-6.2
118,1-Nov-87,0.003919792,0.004845441,0.003025315,0.002243032,5.7,5.7,5.8,6.1,6.3,6.1,6.2,6.9,7.2,7.3,6.3,6.6,0.001058792,0.002872167,0.001351554,0.000862986,0.000894471,0.000856284,0.000184495,0.002350321,0.001336328,-0.000882122,0.003705853,0.003908229,0.001962939,0.02016242,-0.005178019,-0.010748191,-0.017921242,0.006602364,-0.008216627,-0.006512272,-0.00285426,-0.005652853,-0.019301667,0.012124397,-0.024755184,-0.002645698,-6.2,-4.3,-0.8,0.7,2.2,0.4,-1.7,2,0.6,-0.2,1.3,-2.3,0.011639763,-0.009488264,0.008529635,-0.024240044,0.022846745,-0.005877236,-0.008796981,0.007021421,0.028298052,-0.029731924,0.005975068,-0.010094939,0.007617709,0.002115457,0.027034031,-0.042251369,0.023895131,-0.060756427,0.076937463,-0.022138768,-0.032248717,0.016260537,0.00472741,0.005254884,-0.010969851,0.012074279,3.7
119,1-Dec-87,0.003919792,0.004845441,0.003025315,0.002243032,5.6,5.7,5.7,5.8,6.1,6.3,6.1,6.2,6.9,7.2,7.3,6.3,0.001164619,0.001058792,0.002872167,0.001351554,0.000862986,0.000894471,0.000856284,0.000184495,0.002350321,0.001336328,-0.000882122,0.003705853,0.003908229,0.017271519,0.02016242,-0.005178019,-0.010748191,-0.017921242,0.006602364,-0.008216627,-0.006512272,-0.00285426,-0.005652853,-0.019301667,0.012124397,-0.024755184,3.7,-6.2,-4.3,-0.8,0.7,2.2,0.4,-1.7,2,0.6,-0.2,1.3,0.007738838,0.011639763,-0.009488264,0.008529635,-0.024240044,0.022846745,-0.005877236,-0.008796981,0.007021421,0.028298052,-0.029731924,0.005975068,-0.010094939,-0.008446941,0.002115457,0.027034031,-0.042251369,0.023895131,-0.060756427,0.076937463,-0.022138768,-0.032248717,0.016260537,0.00472741,0.005254884,-0.010969851,4
120,1-Jan-88,0.007112253,0.003919792,0.004845441,0.003025315,5.4,5.6,5.7,5.7,5.8,6.1,6.3,6.1,6.2,6.9,7.2,7.3,0.002621064,0.001164619,0.001058792,0.002872167,0.001351554,0.000862986,0.000894471,0.000856284,0.000184495,0.002350321,0.001336328,-0.000882122,0.003705853,-0.001474179,0.017271519,0.02016242,-0.005178019,-0.010748191,-0.017921242,0.006602364,-0.008216627,-0.006512272,-0.00285426,-0.005652853,-0.019301667,0.012124397,4,3.7,-6.2,-4.3,-0.8,0.7,2.2,0.4,-1.7,2,0.6,-0.2,-0.015412412,0.007738838,0.011639763,-0.009488264,0.008529635,-0.024240044,0.022846745,-0.005877236,-0.008796981,0.007021421,0.028298052,-0.029731924,0.005975068,0.006919427,-0.008446941,0.002115457,0.027034031,-0.042251369,0.023895131,-0.060756427,0.076937463,-0.022138768,-0.032248717,0.016260537,0.00472741,0.005254884,0.8
121,1-Feb-88,0.007112253,0.003919792,0.004845441,0.003025315,6.3,5.4,5.6,5.7,5.7,5.8,6.1,6.3,6.1,6.2,6.9,7.2,0.004078577,0.002621064,0.001164619,0.001058792,0.002872167,0.001351554,0.000862986,0.000894471,0.000856284,0.000184495,0.002350321,0.001336328,-0.000882122,-0.021687343,-0.001474179,0.017271519,0.02016242,-0.005178019,-0.010748191,-0.017921242,0.006602364,-0.008216627,-0.006512272,-0.00285426,-0.005652853,-0.019301667,0.8,4,3.7,-6.2,-4.3,-0.8,0.7,2.2,0.4,-1.7,2,0.6,-0.012306817,-0.015412412,0.007738838,0.011639763,-0.009488264,0.008529635,-0.024240044,0.022846745,-0.005877236,-0.008796981,0.007021421,0.028298052,-0.029731924,0.015448848,0.006919427,-0.008446941,0.002115457,0.027034031,-0.042251369,0.023895131,-0.060756427,0.076937463,-0.022138768,-0.032248717,0.016260537,0.00472741,3
122,1-Mar-88,0.007112253,0.003919792,0.004845441,0.003025315,6.2,6.3,5.4,5.6,5.7,5.7,5.8,6.1,6.3,6.1,6.2,6.9,0.003608453,0.004078577,0.002621064,0.001164619,0.001058792,0.002872167,0.001351554,0.000862986,0.000894471,0.000856284,0.000184495,0.002350321,0.001336328,-0.00195786,-0.021687343,-0.001474179,0.017271519,0.02016242,-0.005178019,-0.010748191,-0.017921242,0.006602364,-0.008216627,-0.006512272,-0.00285426,-0.005652853,3,0.8,4,3.7,-6.2,-4.3,-0.8,0.7,2.2,0.4,-1.7,2,0.018272196,-0.012306817,-0.015412412,0.007738838,0.011639763,-0.009488264,0.008529635,-0.024240044,0.022846745,-0.005877236,-0.008796981,0.007021421,0.028298052,-0.021363208,0.015448848,0.006919427,-0.008446941,0.002115457,0.027034031,-0.042251369,0.023895131,-0.060756427,0.076937463,-0.022138768,-0.032248717,0.016260537,-3.4
123,1-Apr-88,0.002433643,0.007112253,0.003919792,0.004845441,5.9,6.2,6.3,5.4,5.6,5.7,5.7,5.8,6.1,6.3,6.1,6.2,0.002839526,0.003608453,0.004078577,0.002621064,0.001164619,0.001058792,0.002872167,0.001351554,0.000862986,0.000894471,0.000856284,0.000184495,0.002350321,0.004219362,-0.00195786,-0.021687343,-0.001474179,0.017271519,0.02016242,-0.005178019,-0.010748191,-0.017921242,0.006602364,-0.008216627,-0.006512272,-0.00285426,-3.4,3,0.8,4,3.7,-6.2,-4.3,-0.8,0.7,2.2,0.4,-1.7,0.017547356,0.018272196,-0.012306817,-0.015412412,0.007738838,0.011639763,-0.009488264,0.008529635,-0.024240044,0.022846745,-0.005877236,-0.008796981,0.007021421,0.026695644,-0.021363208,0.015448848,0.006919427,-0.008446941,0.002115457,0.027034031,-0.042251369,0.023895131,-0.060756427,0.076937463,-0.022138768,-0.032248717,3.6
124,1-May-88,0.002433643,0.007112253,0.003919792,0.004845441,5.3,5.9,6.2,6.3,5.4,5.6,5.7,5.7,5.8,6.1,6.3,6.1,0.001686675,0.002839526,0.003608453,0.004078577,0.002621064,0.001164619,0.001058792,0.002872167,0.001351554,0.000862986,0.000894471,0.000856284,0.000184495,-0.00269776,0.004219362,-0.00195786,-0.021687343,-0.001474179,0.017271519,0.02016242,-0.005178019,-0.010748191,-0.017921242,0.006602364,-0.008216627,-0.006512272,3.6,-3.4,3,0.8,4,3.7,-6.2,-4.3,-0.8,0.7,2.2,0.4,-0.009682198,0.017547356,0.018272196,-0.012306817,-0.015412412,0.007738838,0.011639763,-0.009488264,0.008529635,-0.024240044,0.022846745,-0.005877236,-0.008796981,-0.034437375,0.026695644,-0.021363208,0.015448848,0.006919427,-0.008446941,0.002115457,0.027034031,-0.042251369,0.023895131,-0.060756427,0.076937463,-0.022138768,-0.1
125,1-Jun-88,0.002433643,0.007112253,0.003919792,0.004845441,5.4,5.3,5.9,6.2,6.3,5.4,5.6,5.7,5.7,5.8,6.1,6.3,0.002765155,0.001686675,0.002839526,0.003608453,0.004078577,0.002621064,0.001164619,0.001058792,0.002872167,0.001351554,0.000862986,0.000894471,0.000856284,0.003148651,-0.00269776,0.004219362,-0.00195786,-0.021687343,-0.001474179,0.017271519,0.02016242,-0.005178019,-0.010748191,-0.017921242,0.006602364,-0.008216627,-0.1,3.6,-3.4,3,0.8,4,3.7,-6.2,-4.3,-0.8,0.7,2.2,-0.033838705,-0.009682198,0.017547356,0.018272196,-0.012306817,-0.015412412,0.007738838,0.011639763,-0.009488264,0.008529635,-0.024240044,0.022846745,-0.005877236,0.044682626,-0.034437375,0.026695644,-0.021363208,0.015448848,0.006919427,-0.008446941,0.002115457,0.027034031,-0.042251369,0.023895131,-0.060756427,0.076937463,-1.3
126,1-Jul-88,0.005701413,0.002433643,0.007112253,0.003919792,5.5,5.4,5.3,5.9,6.2,6.3,5.4,5.6,5.7,5.7,5.8,6.1,0.001543744,0.002765155,0.001686675,0.002839526,0.003608453,0.004078577,0.002621064,0.001164619,0.001058792,0.002872167,0.001351554,0.000862986,0.000894471,0.012960389,0.003148651,-0.00269776,0.004219362,-0.00195786,-0.021687343,-0.001474179,0.017271519,0.02016242,-0.005178019,-0.010748191,-0.017921242,0.006602364,-1.3,-0.1,3.6,-3.4,3,0.8,4,3.7,-6.2,-4.3,-0.8,0.7,0.020216005,-0.033838705,-0.009682198,0.017547356,0.018272196,-0.012306817,-0.015412412,0.007738838,0.011639763,-0.009488264,0.008529635,-0.024240044,0.022846745,-0.00782663,0.044682626,-0.034437375,0.026695644,-0.021363208,0.015448848,0.006919427,-0.008446941,0.002115457,0.027034031,-0.042251369,0.023895131,-0.060756427,4
127,1-Aug-88,0.005701413,0.002433643,0.007112253,0.003919792,5.5,5.5,5.4,5.3,5.9,6.2,6.3,5.4,5.6,5.7,5.7,5.8,0.00110708,0.001543744,0.002765155,0.001686675,0.002839526,0.003608453,0.004078577,0.002621064,0.001164619,0.001058792,0.002872167,0.001351554,0.000862986,-0.019087271,0.012960389,0.003148651,-0.00269776,0.004219362,-0.00195786,-0.021687343,-0.001474179,0.017271519,0.02016242,-0.005178019,-0.010748191,-0.017921242,4,-1.3,-0.1,3.6,-3.4,3,0.8,4,3.7,-6.2,-4.3,-0.8,0.019473019,0.020216005,-0.033838705,-0.009682198,0.017547356,0.018272196,-0.012306817,-0.015412412,0.007738838,0.011639763,-0.009488264,0.008529635,-0.024240044,-0.012012445,-0.00782663,0.044682626,-0.034437375,0.026695644,-0.021363208,0.015448848,0.006919427,-0.008446941,0.002115457,0.027034031,-0.042251369,0.023895131,-0.1
128,1-Sep-88,0.005701413,0.002433643,0.007112253,0.003919792,5.4,5.5,5.5,5.4,5.3,5.9,6.2,6.3,5.4,5.6,5.7,5.7,0.000398211,0.00110708,0.001543744,0.002765155,0.001686675,0.002839526,0.003608453,0.004078577,0.002621064,0.001164619,0.001058792,0.002872167,0.001351554,-0.019799252,-0.019087271,0.012960389,0.003148651,-0.00269776,0.004219362,-0.00195786,-0.021687343,-0.001474179,0.017271519,0.02016242,-0.005178019,-0.010748191,-0.1,4,-1.3,-0.1,3.6,-3.4,3,0.8,4,3.7,-6.2,-4.3,-0.01322108,0.019473019,0.020216005,-0.033838705,-0.009682198,0.017547356,0.018272196,-0.012306817,-0.015412412,0.007738838,0.011639763,-0.009488264,0.008529635,0.016942196,-0.012012445,-0.00782663,0.044682626,-0.034437375,0.026695644,-0.021363208,0.015448848,0.006919427,-0.008446941,0.002115457,0.027034031,-0.042251369,-3.2
129,1-Oct-88,0.002501048,0.005701413,0.002433643,0.007112253,5.2,5.4,5.5,5.5,5.4,5.3,5.9,6.2,6.3,5.4,5.6,5.7,0.000899945,0.000398211,0.00110708,0.001543744,0.002765155,0.001686675,0.002839526,0.003608453,0.004078577,0.002621064,0.001164619,0.001058792,0.002872167,-0.008809973,-0.019799252,-0.019087271,0.012960389,0.003148651,-0.00269776,0.004219362,-0.00195786,-0.021687343,-0.001474179,0.017271519,0.02016242,-0.005178019,-3.2,-0.1,4,-1.3,-0.1,3.6,-3.4,3,0.8,4,3.7,-6.2,-0.006586237,-0.01322108,0.019473019,0.020216005,-0.033838705,-0.009682198,0.017547356,0.018272196,-0.012306817,-0.015412412,0.007738838,0.011639763,-0.009488264,-0.01229108,0.016942196,-0.012012445,-0.00782663,0.044682626,-0.034437375,0.026695644,-0.021363208,0.015448848,0.006919427,-0.008446941,0.002115457,0.027034031,-1.1
130,1-Nov-88,0.002501048,0.005701413,0.002433643,0.007112253,5,5.2,5.4,5.5,5.5,5.4,5.3,5.9,6.2,6.3,5.4,5.6,0.002371619,0.000899945,0.000398211,0.00110708,0.001543744,0.002765155,0.001686675,0.002839526,0.003608453,0.004078577,0.002621064,0.001164619,0.001058792,0.005485427,-0.008809973,-0.019799252,-0.019087271,0.012960389,0.003148651,-0.00269776,0.004219362,-0.00195786,-0.021687343,-0.001474179,0.017271519,0.02016242,-1.1,-3.2,-0.1,4,-1.3,-0.1,3.6,-3.4,3,0.8,4,3.7,0.010241432,-0.006586237,-0.01322108,0.019473019,0.020216005,-0.033838705,-0.009682198,0.017547356,0.018272196,-0.012306817,-0.015412412,0.007738838,0.011639763,0.024428791,-0.01229108,0.016942196,-0.012012445,-0.00782663,0.044682626,-0.034437375,0.026695644,-0.021363208,0.015448848,0.006919427,-0.008446941,0.002115457,-1.1
131,1-Dec-88,0.002501048,0.005701413,0.002433643,0.007112253,5.2,5,5.2,5.4,5.5,5.5,5.4,5.3,5.9,6.2,6.3,5.4,0.000726908,0.002371619,0.000899945,0.000398211,0.00110708,0.001543744,0.002765155,0.001686675,0.002839526,0.003608453,0.004078577,0.002621064,0.001164619,-0.000352414,0.005485427,-0.008809973,-0.019799252,-0.019087271,0.012960389,0.003148651,-0.00269776,0.004219362,-0.00195786,-0.021687343,-0.001474179,0.017271519,-1.1,-1.1,-3.2,-0.1,4,-1.3,-0.1,3.6,-3.4,3,0.8,4,-0.019648093,0.010241432,-0.006586237,-0.01322108,0.019473019,0.020216005,-0.033838705,-0.009682198,0.017547356,0.018272196,-0.012306817,-0.015412412,0.007738838,-0.027974272,0.024428791,-0.01229108,0.016942196,-0.012012445,-0.00782663,0.044682626,-0.034437375,0.026695644,-0.021363208,0.015448848,0.006919427,-0.008446941,6
132,1-Jan-89,0.005716488,0.002501048,0.005701413,0.002433643,5,5.2,5,5.2,5.4,5.5,5.5,5.4,5.3,5.9,6.2,6.3,0.000677109,0.000726908,0.002371619,0.000899945,0.000398211,0.00110708,0.001543744,0.002765155,0.001686675,0.002839526,0.003608453,0.004078577,0.002621064,0.007268312,-0.000352414,0.005485427,-0.008809973,-0.019799252,-0.019087271,0.012960389,0.003148651,-0.00269776,0.004219362,-0.00195786,-0.021687343,-0.001474179,6,-1.1,-1.1,-3.2,-0.1,4,-1.3,-0.1,3.6,-3.4,3,0.8,-0.004841956,-0.019648093,0.010241432,-0.006586237,-0.01322108,0.019473019,0.020216005,-0.033838705,-0.009682198,0.017547356,0.018272196,-0.012306817,-0.015412412,0.052445114,-0.027974272,0.024428791,-0.01229108,0.016942196,-0.012012445,-0.00782663,0.044682626,-0.034437375,0.026695644,-0.021363208,0.015448848,0.006919427,-2.5
133,1-Feb-89,0.005716488,0.002501048,0.005701413,0.002433643,6,5,5.2,5,5.2,5.4,5.5,5.5,5.4,5.3,5.9,6.2,-0.000891421,0.000677109,0.000726908,0.002371619,0.000899945,0.000398211,0.00110708,0.001543744,0.002765155,0.001686675,0.002839526,0.003608453,0.004078577,0.026886744,0.007268312,-0.000352414,0.005485427,-0.008809973,-0.019799252,-0.019087271,0.012960389,0.003148651,-0.00269776,0.004219362,-0.00195786,-0.021687343,-2.5,6,-1.1,-1.1,-3.2,-0.1,4,-1.3,-0.1,3.6,-3.4,3,0.025132315,-0.004841956,-0.019648093,0.010241432,-0.006586237,-0.01322108,0.019473019,0.020216005,-0.033838705,-0.009682198,0.017547356,0.018272196,-0.012306817,-0.01243041,0.052445114,-0.027974272,0.024428791,-0.01229108,0.016942196,-0.012012445,-0.00782663,0.044682626,-0.034437375,0.026695644,-0.021363208,0.015448848,-1.1
134,1-Mar-89,0.005716488,0.002501048,0.005701413,0.002433643,5.6,6,5,5.2,5,5.2,5.4,5.5,5.5,5.4,5.3,5.9,0.001700679,-0.000891421,0.000677109,0.000726908,0.002371619,0.000899945,0.000398211,0.00110708,0.001543744,0.002765155,0.001686675,0.002839526,0.003608453,-0.001512025,0.026886744,0.007268312,-0.000352414,0.005485427,-0.008809973,-0.019799252,-0.019087271,0.012960389,0.003148651,-0.00269776,0.004219362,-0.00195786,-1.1,-2.5,6,-1.1,-1.1,-3.2,-0.1,4,-1.3,-0.1,3.6,-3.4,-0.011561378,0.025132315,-0.004841956,-0.019648093,0.010241432,-0.006586237,-0.01322108,0.019473019,0.020216005,-0.033838705,-0.009682198,0.017547356,0.018272196,-0.03254799,-0.01243041,0.052445114,-0.027974272,0.024428791,-0.01229108,0.016942196,-0.012012445,-0.00782663,0.044682626,-0.034437375,0.026695644,-0.021363208,-2.8
135,1-Apr-89,0.004355878,0.005716488,0.002501048,0.005701413,5.2,5.6,6,5,5.2,5,5.2,5.4,5.5,5.5,5.4,5.3,0.000708763,0.001700679,-0.000891421,0.000677109,0.000726908,0.002371619,0.000899945,0.000398211,0.00110708,0.001543744,0.002765155,0.001686675,0.002839526,0.003821425,-0.001512025,0.026886744,0.007268312,-0.000352414,0.005485427,-0.008809973,-0.019799252,-0.019087271,0.012960389,0.003148651,-0.00269776,0.004219362,-2.8,-1.1,-2.5,6,-1.1,-1.1,-3.2,-0.1,4,-1.3,-0.1,3.6,0.01347897,-0.011561378,0.025132315,-0.004841956,-0.019648093,0.010241432,-0.006586237,-0.01322108,0.019473019,0.020216005,-0.033838705,-0.009682198,0.017547356,0.03063657,-0.03254799,-0.01243041,0.052445114,-0.027974272,0.024428791,-0.01229108,0.016942196,-0.012012445,-0.00782663,0.044682626,-0.034437375,0.026695644,-0.8
136,1-May-89,0.004355878,0.005716488,0.002501048,0.005701413,5.1,5.2,5.6,6,5,5.2,5,5.2,5.4,5.5,5.5,5.4,0.000360447,0.000708763,0.001700679,-0.000891421,0.000677109,0.000726908,0.002371619,0.000899945,0.000398211,0.00110708,0.001543744,0.002765155,0.001686675,0.01393488,0.003821425,-0.001512025,0.026886744,0.007268312,-0.000352414,0.005485427,-0.008809973,-0.019799252,-0.019087271,0.012960389,0.003148651,-0.00269776,-0.8,-2.8,-1.1,-2.5,6,-1.1,-1.1,-3.2,-0.1,4,-1.3,-0.1,-0.00380894,0.01347897,-0.011561378,0.025132315,-0.004841956,-0.019648093,0.010241432,-0.006586237,-0.01322108,0.019473019,0.020216005,-0.033838705,-0.009682198,-0.060189666,0.03063657,-0.03254799,-0.01243041,0.052445114,-0.027974272,0.024428791,-0.01229108,0.016942196,-0.012012445,-0.00782663,0.044682626,-0.034437375,-0.1
137,1-Jun-89,0.004355878,0.005716488,0.002501048,0.005701413,5,5.1,5.2,5.6,6,5,5.2,5,5.2,5.4,5.5,5.5,0.002305116,0.000360447,0.000708763,0.001700679,-0.000891421,0.000677109,0.000726908,0.002371619,0.000899945,0.000398211,0.00110708,0.001543744,0.002765155,0.016645522,0.01393488,0.003821425,-0.001512025,0.026886744,0.007268312,-0.000352414,0.005485427,-0.008809973,-0.019799252,-0.019087271,0.012960389,0.003148651,-0.1,-0.8,-2.8,-1.1,-2.5,6,-1.1,-1.1,-3.2,-0.1,4,-1.3,0.014145651,-0.00380894,0.01347897,-0.011561378,0.025132315,-0.004841956,-0.019648093,0.010241432,-0.006586237,-0.01322108,0.019473019,0.020216005,-0.033838705,0.018284454,-0.060189666,0.03063657,-0.03254799,-0.01243041,0.052445114,-0.027974272,0.024428791,-0.01229108,0.016942196,-0.012012445,-0.00782663,0.044682626,1.4
138,1-Jul-89,0.003401997,0.004355878,0.005716488,0.002501048,5.5,5,5.1,5.2,5.6,6,5,5.2,5,5.2,5.4,5.5,0.003883219,0.002305116,0.000360447,0.000708763,0.001700679,-0.000891421,0.000677109,0.000726908,0.002371619,0.000899945,0.000398211,0.00110708,0.001543744,-0.006197792,0.016645522,0.01393488,0.003821425,-0.001512025,0.026886744,0.007268312,-0.000352414,0.005485427,-0.008809973,-0.019799252,-0.019087271,0.012960389,1.4,-0.1,-0.8,-2.8,-1.1,-2.5,6,-1.1,-1.1,-3.2,-0.1,4,-0.020598399,0.014145651,-0.00380894,0.01347897,-0.011561378,0.025132315,-0.004841956,-0.019648093,0.010241432,-0.006586237,-0.01322108,0.019473019,0.020216005,0.002479381,0.018284454,-0.060189666,0.03063657,-0.03254799,-0.01243041,0.052445114,-0.027974272,0.024428791,-0.01229108,0.016942196,-0.012012445,-0.00782663,-2.4
139,1-Aug-89,0.003401997,0.004355878,0.005716488,0.002501048,5.3,5.5,5,5.1,5.2,5.6,6,5,5.2,5,5.2,5.4,0.002985775,0.003883219,0.002305116,0.000360447,0.000708763,0.001700679,-0.000891421,0.000677109,0.000726908,0.002371619,0.000899945,0.000398211,0.00110708,-0.004100129,-0.006197792,0.016645522,0.01393488,0.003821425,-0.001512025,0.026886744,0.007268312,-0.000352414,0.005485427,-0.008809973,-0.019799252,-0.019087271,-2.4,1.4,-0.1,-0.8,-2.8,-1.1,-2.5,6,-1.1,-1.1,-3.2,-0.1,-0.017674528,-0.020598399,0.014145651,-0.00380894,0.01347897,-0.011561378,0.025132315,-0.004841956,-0.019648093,0.010241432,-0.006586237,-0.01322108,0.019473019,0.026802221,0.002479381,0.018284454,-0.060189666,0.03063657,-0.03254799,-0.01243041,0.052445114,-0.027974272,0.024428791,-0.01229108,0.016942196,-0.012012445,6.2
140,1-Sep-89,0.003401997,0.004355878,0.005716488,0.002501048,5.1,5.3,5.5,5,5.1,5.2,5.6,6,5,5.2,5,5.2,0.001957357,0.002985775,0.003883219,0.002305116,0.000360447,0.000708763,0.001700679,-0.000891421,0.000677109,0.000726908,0.002371619,0.000899945,0.000398211,0.032884279,-0.004100129,-0.006197792,0.016645522,0.01393488,0.003821425,-0.001512025,0.026886744,0.007268312,-0.000352414,0.005485427,-0.008809973,-0.019799252,6.2,-2.4,1.4,-0.1,-0.8,-2.8,-1.1,-2.5,6,-1.1,-1.1,-3.2,0.018019815,-0.017674528,-0.020598399,0.014145651,-0.00380894,0.01347897,-0.011561378,0.025132315,-0.004841956,-0.019648093,0.010241432,-0.006586237,-0.01322108,-0.013808118,0.026802221,0.002479381,0.018284454,-0.060189666,0.03063657,-0.03254799,-0.01243041,0.052445114,-0.027974272,0.024428791,-0.01229108,0.016942196,-1.9
141,1-Oct-89,0.003228053,0.003401997,0.004355878,0.005716488,5.1,5.1,5.3,5.5,5,5.1,5.2,5.6,6,5,5.2,5,0.003686126,0.001957357,0.002985775,0.003883219,0.002305116,0.000360447,0.000708763,0.001700679,-0.000891421,0.000677109,0.000726908,0.002371619,0.000899945,-0.023175103,0.032884279,-0.004100129,-0.006197792,0.016645522,0.01393488,0.003821425,-0.001512025,0.026886744,0.007268312,-0.000352414,0.005485427,-0.008809973,-1.9,6.2,-2.4,1.4,-0.1,-0.8,-2.8,-1.1,-2.5,6,-1.1,-1.1,-0.010105739,0.018019815,-0.017674528,-0.020598399,0.014145651,-0.00380894,0.01347897,-0.011561378,0.025132315,-0.004841956,-0.019648093,0.010241432,-0.006586237,0.011877164,-0.013808118,0.026802221,0.002479381,0.018284454,-0.060189666,0.03063657,-0.03254799,-0.01243041,0.052445114,-0.027974272,0.024428791,-0.01229108,-3
142,1-Nov-89,0.003228053,0.003401997,0.004355878,0.005716488,5,5.1,5.1,5.3,5.5,5,5.1,5.2,5.6,6,5,5.2,0.002993767,0.003686126,0.001957357,0.002985775,0.003883219,0.002305116,0.000360447,0.000708763,0.001700679,-0.000891421,0.000677109,0.000726908,0.002371619,0.008092531,-0.023175103,0.032884279,-0.004100129,-0.006197792,0.016645522,0.01393488,0.003821425,-0.001512025,0.026886744,0.007268312,-0.000352414,0.005485427,-3,-1.9,6.2,-2.4,1.4,-0.1,-0.8,-2.8,-1.1,-2.5,6,-1.1,0.009736524,-0.010105739,0.018019815,-0.017674528,-0.020598399,0.014145651,-0.00380894,0.01347897,-0.011561378,0.025132315,-0.004841956,-0.019648093,0.010241432,0.002896087,0.011877164,-0.013808118,0.026802221,0.002479381,0.018284454,-0.060189666,0.03063657,-0.03254799,-0.01243041,0.052445114,-0.027974272,0.024428791,-0.4
143,1-Dec-89,0.003228053,0.003401997,0.004355878,0.005716488,5.2,5,5.1,5.1,5.3,5.5,5,5.1,5.2,5.6,6,5,0.002363701,0.002993767,0.003686126,0.001957357,0.002985775,0.003883219,0.002305116,0.000360447,0.000708763,0.001700679,-0.000891421,0.000677109,0.000726908,0.019513037,0.008092531,-0.023175103,0.032884279,-0.004100129,-0.006197792,0.016645522,0.01393488,0.003821425,-0.001512025,0.026886744,0.007268312,-0.000352414,-0.4,-3,-1.9,6.2,-2.4,1.4,-0.1,-0.8,-2.8,-1.1,-2.5,6,-0.003256671,0.009736524,-0.010105739,0.018019815,-0.017674528,-0.020598399,0.014145651,-0.00380894,0.01347897,-0.011561378,0.025132315,-0.004841956,-0.019648093,-0.012643314,0.002896087,0.011877164,-0.013808118,0.026802221,0.002479381,0.018284454,-0.060189666,0.03063657,-0.03254799,-0.01243041,0.052445114,-0.027974272,2.5
144,1-Jan-90,0.000918612,0.003228053,0.003401997,0.004355878,5.1,5.2,5,5.1,5.1,5.3,5.5,5,5.1,5.2,5.6,6,0.002149996,0.002363701,0.002993767,0.003686126,0.001957357,0.002985775,0.003883219,0.002305116,0.000360447,0.000708763,0.001700679,-0.000891421,0.000677109,-0.002998765,0.019513037,0.008092531,-0.023175103,0.032884279,-0.004100129,-0.006197792,0.016645522,0.01393488,0.003821425,-0.001512025,0.026886744,0.007268312,2.5,-0.4,-3,-1.9,6.2,-2.4,1.4,-0.1,-0.8,-2.8,-1.1,-2.5,0.006932786,-0.003256671,0.009736524,-0.010105739,0.018019815,-0.017674528,-0.020598399,0.014145651,-0.00380894,0.01347897,-0.011561378,0.025132315,-0.004841956,0.030332919,-0.012643314,0.002896087,0.011877164,-0.013808118,0.026802221,0.002479381,0.018284454,-0.060189666,0.03063657,-0.03254799,-0.01243041,0.052445114,-3.5
